"board_time";"server_time";"steering";"odometer_speed";"tie";"fixpoint_hall";"fixpoint_odometer_steps";"fixpoint_tie_steps";"fixpoint_time";"wifi";"battery"
"3412228070014";"1706114534519";"2868.0";"314.0";"185.0";"0.0";"1738";"855";"21204";"-51.0";"3618"
"3412228069914";"1706114534417";"2879.0";"353.0";"148.0";"0.0";"1730";"850";"21104";"-51.0";"3598"
"3412228069814";"1706114534318";"2893.0";"353.0";"148.0";"0.0";"1721";"846";"21004";"-50.0";"3614"
"3412228069714";"1706114534219";"2869.0";"314.0";"185.0";"0.0";"1712";"842";"20904";"-50.0";"3621"
"3412228069614";"1706114534118";"2869.0";"353.0";"185.0";"0.0";"1704";"837";"20804";"-50.0";"3598"
"3412228069514";"1706114534098";"2846.0";"314.0";"0.0";"0.0";"1695";"832";"20704";"-50.0";"3608"
"3412228069414";"1706114534038";"2831.0";"314.0";"37.0";"0.0";"1687";"832";"20604";"-52.0";"3624"
"3412228069314";"1706114533818";"2846.0";"353.0";"148.0";"0.0";"1679";"831";"20504";"-52.0";"3624"
"3412228069214";"1706114533719";"2799.0";"314.0";"185.0";"0.0";"1670";"827";"20404";"-53.0";"3603"
"3412228069114";"1706114533635";"2762.0";"314.0";"148.0";"0.0";"1662";"822";"20304";"-53.0";"3603"
"3412228069014";"1706114533628";"2766.0";"353.0";"185.0";"0.0";"1654";"818";"20204";"-50.0";"3597"
"3412228068914";"1706114533418";"2746.0";"314.0";"185.0";"0.0";"1645";"813";"20104";"-50.0";"3604"
"3412228068814";"1706114533329";"2838.0";"314.0";"111.0";"0.0";"1637";"808";"20004";"-50.0";"3626"
"3412228068714";"1706114533217";"2846.0";"353.0";"148.0";"0.0";"1629";"805";"19904";"-52.0";"3620"
"3412228068614";"1706114533123";"2861.0";"314.0";"148.0";"0.0";"1620";"801";"19804";"-50.0";"3619"
"3412228068514";"1706114533116";"2866.0";"314.0";"185.0";"0.0";"1612";"797";"19704";"-49.0";"3642"
"3412228068414";"1706114532908";"3601.0";"314.0";"148.0";"0.0";"1604";"792";"19604";"-49.0";"2863"
"3412228068314";"1706114532816";"2864.0";"353.0";"148.0";"0.0";"1596";"788";"19504";"-49.0";"2864"
"3412228068214";"1706114532809";"2847.0";"353.0";"148.0";"0.0";"1587";"784";"19404";"-47.0";"3619"
"3412228068114";"1706114532618";"2818.0";"314.0";"148.0";"0.0";"1578";"780";"19304";"-48.0";"3607"
"3412228068014";"1706114532522";"2809.0";"353.0";"185.0";"0.0";"1570";"776";"19204";"-53.0";"3594"
"3412228067914";"1706114532423";"2799.0";"353.0";"185.0";"0.0";"1561";"771";"19104";"-52.0";"3602"
"3412228067814";"1706114532358";"2788.0";"314.0";"74.0";"0.0";"1552";"766";"19004";"-50.0";"3603"
"3412228067714";"1706114532305";"2834.0";"314.0";"37.0";"0.0";"1544";"764";"18904";"-52.0";"3597"
"3412228067614";"1706114532297";"2829.0";"392.0";"37.0";"0.0";"1536";"763";"18804";"-54.0";"3597"
"3412228067414";"1706114532092";"2836.0";"314.0";"185.0";"0.0";"1518";"758";"18604";"-50.0";"3588"
