"board_time";"server_time";"steering";"odometer_speed";"tie";"fixpoint_hall";"fixpoint_odometer_steps";"fixpoint_tie_steps";"fixpoint_time";"wifi";"battery"
"3412228218943";"1706114683437";"2858.0";"353.0";"148.0";"0.0";"1735";"853";"21305";"-52.0";"2858"
"3412228218842";"1706114683349";"2877.0";"314.0";"185.0";"0.0";"1726";"849";"21204";"-50.0";"3615"
"3412228218742";"1706114683339";"2886.0";"314.0";"148.0";"0.0";"1718";"844";"21104";"-50.0";"3637"
"3412228218642";"1706114683150";"3595.0";"314.0";"148.0";"0.0";"1710";"840";"21004";"-51.0";"2870"
"3412228218542";"1706114683038";"2860.0";"314.0";"148.0";"0.0";"1702";"836";"20904";"-48.0";"2860"
"3412228218442";"1706114682958";"2843.0";"314.0";"0.0";"0.0";"1694";"832";"20804";"-50.0";"3597"
"3412228218342";"1706114682935";"2841.0";"314.0";"37.0";"0.0";"1686";"832";"20704";"-50.0";"3598"
"3412228218242";"1706114682747";"2813.0";"314.0";"148.0";"0.0";"1678";"831";"20604";"-53.0";"3604"
"3412228218142";"1706114682725";"2793.0";"314.0";"185.0";"0.0";"1670";"827";"20504";"-54.0";"3597"
"3412228218042";"1706114682545";"2760.0";"314.0";"148.0";"0.0";"1662";"822";"20404";"-53.0";"3618"
"3412228217942";"1706114682445";"2763.0";"314.0";"148.0";"0.0";"1654";"818";"20304";"-50.0";"3610"
"3412228217842";"1706114682345";"2743.0";"314.0";"148.0";"0.0";"1646";"814";"20204";"-50.0";"3596"
"3412228217742";"1706114682245";"2820.0";"314.0";"148.0";"0.0";"1638";"810";"20104";"-51.0";"3599"
"3412228217642";"1706114682213";"2841.0";"274.0";"148.0";"0.0";"1630";"806";"20004";"-53.0";"3617"
"3412228217542";"1706114682044";"2860.0";"314.0";"148.0";"0.0";"1623";"802";"19904";"-51.0";"3589"
"3412228217442";"1706114681948";"2861.0";"314.0";"148.0";"0.0";"1615";"798";"19804";"-51.0";"3590"
"3412228217342";"1706114681913";"2864.0";"314.0";"148.0";"0.0";"1607";"794";"19704";"-50.0";"3597"
"3412228217242";"1706114681906";"2871.0";"392.0";"148.0";"0.0";"1599";"790";"19604";"-50.0";"3609"
"3412228217142";"1706114681647";"2855.0";"314.0";"185.0";"0.0";"1589";"786";"19504";"-49.0";"3594"
"3412228217042";"1706114681547";"2832.0";"314.0";"185.0";"0.0";"1581";"781";"19404";"-48.0";"3589"
"3412228216942";"1706114681496";"2808.0";"353.0";"148.0";"0.0";"1573";"776";"19304";"-48.0";"3599"
"3412228216842";"1706114681344";"2804.0";"353.0";"148.0";"0.0";"1564";"772";"19204";"-53.0";"3614"
"3412228216742";"1706114681245";"2812.0";"353.0";"148.0";"0.0";"1555";"768";"19104";"-53.0";"3589"
"3412228216642";"1706114681148";"2833.0";"353.0";"37.0";"0.0";"1546";"764";"19004";"-51.0";"3614"
"3412228216542";"1706114681095";"2832.0";"314.0";"0.0";"0.0";"1537";"763";"18904";"-53.0";"3589"
"3412228216442";"1706114681087";"2837.0";"314.0";"185.0";"0.0";"1529";"763";"18804";"-54.0";"3596"
"3412228216342";"1706114680848";"2843.0";"353.0";"148.0";"0.0";"1521";"758";"18704";"-55.0";"3592"
"3412228216242";"1706114680779";"2834.0";"314.0";"148.0";"0.0";"1512";"754";"18604";"-51.0";"3599"
"3412228216142";"1706114680667";"2797.0";"314.0";"74.0";"0.0";"1504";"750";"18504";"-52.0";"3601"
"3412228216042";"1706114680555";"2708.0";"353.0";"148.0";"0.0";"1496";"748";"18404";"-55.0";"3601"
"3412228215942";"1706114680472";"2692.0";"314.0";"148.0";"0.0";"1487";"744";"18304";"-57.0";"3611"
"3412228215842";"1706114680344";"2703.0";"314.0";"148.0";"0.0";"1479";"740";"18204";"-57.0";"3589"
"3412228215742";"1706114680267";"2785.0";"353.0";"185.0";"0.0";"1471";"736";"18104";"-57.0";"3607"
"3412228215642";"1706114680144";"2773.0";"353.0";"185.0";"0.0";"1462";"731";"18004";"-58.0";"3613"
"3412228215542";"1706114680044";"2796.0";"314.0";"148.0";"0.0";"1453";"726";"17904";"-59.0";"3598"
"3412228215442";"1706114679960";"2784.0";"353.0";"185.0";"0.0";"1445";"722";"17804";"-58.0";"3594"
"3412228215342";"1706114679847";"2712.0";"353.0";"148.0";"0.0";"1436";"717";"17704";"-57.0";"3597"
"3412228215242";"1706114679763";"2747.0";"353.0";"37.0";"0.0";"1427";"713";"17604";"-56.0";"3614"
"3412228215142";"1706114679755";"2747.0";"353.0";"74.0";"0.0";"1418";"712";"17504";"-54.0";"3616"
"3412228215042";"1706114679543";"2815.0";"314.0";"148.0";"0.0";"1409";"710";"17404";"-53.0";"3596"
"3412228214942";"1706114679443";"2900.0";"353.0";"185.0";"0.0";"1401";"706";"17304";"-55.0";"3590"
"3412228214842";"1706114679345";"3005.0";"353.0";"185.0";"0.0";"1392";"701";"17204";"-55.0";"3615"
"3412228214742";"1706114679244";"3115.0";"314.0";"74.0";"0.0";"1383";"696";"17104";"-57.0";"3610"
"3412228214642";"1706114679145";"3235.0";"314.0";"148.0";"0.0";"1375";"694";"17004";"-54.0";"3579"
"3412228214542";"1706114679054";"3286.0";"314.0";"148.0";"0.0";"1367";"690";"16904";"-55.0";"3579"
"3412228214442";"1706114679039";"3590.0";"314.0";"148.0";"0.0";"1359";"686";"16804";"-55.0";"3311"
"3412228214342";"1706114678848";"3294.0";"314.0";"148.0";"0.0";"1351";"682";"16704";"-57.0";"3294"
"3412228214242";"1706114678833";"3292.0";"274.0";"148.0";"0.0";"1343";"678";"16604";"-60.0";"3628"
"3412228214142";"1706114678637";"3575.0";"274.0";"148.0";"0.0";"1336";"674";"16504";"-63.0";"3288"
"3412228214042";"1706114678557";"3293.0";"314.0";"148.0";"0.0";"1329";"670";"16404";"-59.0";"3575"
"3412228213942";"1706114678501";"3289.0";"314.0";"148.0";"0.0";"1321";"666";"16304";"-58.0";"3594"
"3412228213842";"1706114678424";"3288.0";"314.0";"148.0";"0.0";"1313";"662";"16204";"-57.0";"3590"
"3412228213742";"1706114678254";"3293.0";"314.0";"185.0";"0.0";"1305";"658";"16104";"-57.0";"3611"
"3412228213641";"1706114678219";"3284.0";"314.0";"148.0";"0.0";"1297";"653";"16003";"-56.0";"3592"
"3412228213541";"1706114678083";"3296.0";"314.0";"185.0";"0.0";"1289";"649";"15903";"-56.0";"3591"
"3412228213441";"1706114678015";"3299.0";"353.0";"148.0";"0.0";"1281";"644";"15803";"-55.0";"3597"
"3412228213341";"1706114677845";"3316.0";"353.0";"185.0";"0.0";"1272";"640";"15703";"-55.0";"3597"
"3412228213241";"1706114677815";"3322.0";"314.0";"185.0";"0.0";"1263";"635";"15603";"-56.0";"3595"
"3412228213141";"1706114677643";"3326.0";"392.0";"148.0";"0.0";"1255";"630";"15503";"-56.0";"3596"
"3412228213041";"1706114677604";"3315.0";"314.0";"148.0";"0.0";"1245";"626";"15403";"-57.0";"3594"
"3412228212941";"1706114677444";"3301.0";"353.0";"222.0";"0.0";"1237";"622";"15303";"-58.0";"3611"
"3412228212841";"1706114677400";"3294.0";"353.0";"148.0";"0.0";"1228";"616";"15203";"-55.0";"3292"
"3412228212741";"1706114677241";"3596.0";"274.0";"148.0";"0.0";"1219";"612";"15103";"-55.0";"3294"
"3412228212641";"1706114677234";"3291.0";"353.0";"148.0";"0.0";"1212";"608";"15003";"-56.0";"3596"
"3412228212541";"1706114677196";"3292.0";"353.0";"185.0";"0.0";"1203";"604";"14903";"-60.0";"3593"
"3412228210941";"1706114675463";"3291.0";"353.0";"148.0";"0.0";"1069";"532";"13303";"-55.0";"3597"
"3412228210841";"1706114675456";"3288.0";"314.0";"148.0";"0.0";"1060";"528";"13203";"-55.0";"3594"
"3412228210741";"1706114675346";"3288.0";"274.0";"148.0";"0.0";"1052";"524";"13103";"-51.0";"3593"
"3412228210641";"1706114675249";"3297.0";"314.0";"148.0";"0.0";"1045";"520";"13003";"-50.0";"3621"
"3412228210541";"1706114675042";"3292.0";"314.0";"148.0";"0.0";"1037";"516";"12903";"-50.0";"3598"
"3412228210441";"1706114674964";"3302.0";"274.0";"148.0";"0.0";"1029";"512";"12803";"-51.0";"3594"
"3412228210341";"1706114674843";"3294.0";"274.0";"148.0";"0.0";"1022";"508";"12703";"-53.0";"3593"
"3412228210241";"1706114674776";"3294.0";"314.0";"148.0";"0.0";"1015";"504";"12603";"-61.0";"3597"
"3412228210141";"1706114674769";"3297.0";"314.0";"148.0";"0.0";"1007";"500";"12503";"-61.0";"3578"
"3412228210041";"1706114674762";"3307.0";"314.0";"185.0";"0.0";"999";"496";"12403";"-61.0";"3566"
"3412228209941";"1706114674756";"3301.0";"314.0";"148.0";"0.0";"991";"491";"12303";"-61.0";"3565"
"3412228209841";"1706114674740";"3297.0";"274.0";"185.0";"0.0";"983";"487";"12203";"-60.0";"3594"
"3412228209741";"1706114674257";"3301.0";"314.0";"148.0";"0.0";"976";"482";"12103";"-55.0";"3596"
"3412228209641";"1706114674142";"3305.0";"353.0";"148.0";"0.0";"968";"478";"12003";"-52.0";"3594"
"3412228209541";"1706114674045";"3310.0";"274.0";"148.0";"0.0";"959";"474";"11903";"-53.0";"3599"
"3412228209441";"1706114674021";"3311.0";"314.0";"148.0";"0.0";"952";"470";"11803";"-51.0";"3591"
"3412228209341";"1706114673883";"3316.0";"353.0";"148.0";"0.0";"944";"466";"11703";"-50.0";"3611"
"3412228209241";"1706114673816";"3304.0";"274.0";"185.0";"0.0";"935";"462";"11603";"-50.0";"3621"
"3412228209141";"1706114673641";"3306.0";"314.0";"148.0";"0.0";"928";"457";"11503";"-49.0";"3593"
"3412228209041";"1706114673613";"3304.0";"314.0";"148.0";"0.0";"920";"453";"11403";"-50.0";"3608"
"3412228208941";"1706114673443";"3284.0";"274.0";"148.0";"0.0";"912";"449";"11303";"-50.0";"3592"
"3412228208841";"1706114673343";"3269.0";"274.0";"148.0";"0.0";"905";"445";"11203";"-50.0";"3595"
"3412228208741";"1706114673244";"3213.0";"314.0";"148.0";"0.0";"898";"441";"11103";"-50.0";"3595"
"3412228208641";"1706114673204";"3160.0";"314.0";"148.0";"0.0";"890";"437";"11003";"-49.0";"3610"
"3412228208541";"1706114673043";"3081.0";"274.0";"148.0";"0.0";"882";"433";"10903";"-50.0";"3595"
"3412228208441";"1706114672945";"3060.0";"353.0";"148.0";"0.0";"875";"429";"10803";"-51.0";"3595"
"3412228208340";"1706114672897";"3039.0";"314.0";"148.0";"0.0";"866";"425";"10702";"-51.0";"3620"
"3412228208240";"1706114672742";"3033.0";"314.0";"74.0";"0.0";"858";"421";"10602";"-52.0";"3595"
"3412228208140";"1706114672658";"3017.0";"314.0";"185.0";"0.0";"850";"419";"10502";"-52.0";"3605"
"3412228208040";"1706114672596";"3024.0";"314.0";"148.0";"0.0";"842";"414";"10402";"-53.0";"3598"
"3412228207940";"1706114672445";"3028.0";"314.0";"111.0";"0.0";"834";"410";"10302";"-52.0";"3599"
"3412228207840";"1706114672364";"3067.0";"314.0";"0.0";"0.0";"826";"407";"10202";"-50.0";"3597"
