"board_time";"server_time";"steering";"odometer_speed";"tie";"fixpoint_hall";"fixpoint_odometer_steps";"fixpoint_tie_steps";"fixpoint_time";"wifi";"battery"
"3412225507385";"1706113056177";"2830.0";"353.0";"148.0";"0.0";"1748";"854";"21004";"-43.0";"3696"
"3412225507285";"1706113056091";"2842.0";"314.0";"111.0";"0.0";"1739";"850";"20904";"-43.0";"3700"
"3412225507185";"1706113055892";"2863.0";"314.0";"111.0";"0.0";"1731";"847";"20804";"-43.0";"3699"
"3412225507085";"1706113055885";"2855.0";"353.0";"148.0";"0.0";"1723";"844";"20704";"-44.0";"3697"
"3412225506985";"1706113055792";"2850.0";"314.0";"148.0";"0.0";"1714";"840";"20604";"-44.0";"3694"
"3412225506885";"1706113055680";"2856.0";"314.0";"74.0";"0.0";"1706";"836";"20504";"-45.0";"3693"
"3412225506785";"1706113055476";"2856.0";"353.0";"111.0";"0.0";"1698";"834";"20404";"-45.0";"3693"
"3412225506685";"1706113055416";"2852.0";"314.0";"148.0";"0.0";"1689";"831";"20304";"-46.0";"3696"
"3412225506585";"1706113055378";"2847.0";"353.0";"185.0";"0.0";"1681";"827";"20204";"-47.0";"3696"
"3412225506485";"1706113055228";"2844.0";"314.0";"148.0";"0.0";"1672";"822";"20104";"-46.0";"3697"
"3412225506385";"1706113055168";"2854.0";"353.0";"148.0";"0.0";"1664";"818";"20004";"-45.0";"3711"
"3412225506285";"1706113054973";"2883.0";"353.0";"148.0";"0.0";"1655";"814";"19904";"-45.0";"3696"
"3412225506185";"1706113054924";"2859.0";"353.0";"185.0";"0.0";"1646";"810";"19804";"-46.0";"3694"
"3412225506085";"1706113054861";"2854.0";"314.0";"185.0";"0.0";"1637";"805";"19704";"-46.0";"3696"
"3412225505985";"1706113054695";"2861.0";"353.0";"148.0";"0.0";"1629";"800";"19604";"-46.0";"3696"
"3412225505885";"1706113054656";"2867.0";"314.0";"148.0";"0.0";"1620";"796";"19504";"-46.0";"3697"
"3412225505785";"1706113054474";"2874.0";"314.0";"148.0";"0.0";"1612";"792";"19404";"-45.0";"3694"
"3412225505685";"1706113054451";"3695.0";"392.0";"148.0";"0.0";"1604";"788";"19304";"-47.0";"2863"
"3412225505585";"1706113054266";"2859.0";"314.0";"148.0";"0.0";"1594";"784";"19204";"-47.0";"2859"
"3412225505485";"1706113054238";"2857.0";"353.0";"185.0";"0.0";"1586";"780";"19104";"-47.0";"3692"
"3412225505385";"1706113054146";"2861.0";"353.0";"185.0";"0.0";"1577";"775";"19004";"-49.0";"3707"
"3412225505285";"1706113053973";"2860.0";"353.0";"148.0";"0.0";"1568";"770";"18904";"-44.0";"3696"
"3412225505185";"1706113053944";"2858.0";"353.0";"148.0";"0.0";"1559";"766";"18804";"-46.0";"3704"
"3412225505085";"1706113053776";"2845.0";"353.0";"185.0";"0.0";"1550";"762";"18704";"-47.0";"3696"
"3412225504985";"1706113053735";"2851.0";"314.0";"185.0";"0.0";"1541";"757";"18604";"-43.0";"3695"
"3412225504885";"1706113053573";"2857.0";"392.0";"148.0";"0.0";"1533";"752";"18504";"-43.0";"3700"
"3412225504785";"1706113053483";"2855.0";"353.0";"148.0";"0.0";"1523";"748";"18404";"-45.0";"3695"
"3412225504685";"1706113053373";"2865.0";"314.0";"185.0";"0.0";"1514";"744";"18304";"-44.0";"3696"
"3412225504585";"1706113053335";"2865.0";"392.0";"185.0";"0.0";"1506";"739";"18204";"-43.0";"3692"
"3412225504485";"1706113053327";"2856.0";"314.0";"148.0";"0.0";"1496";"734";"18104";"-44.0";"3699"
"3412225504385";"1706113053074";"2881.0";"353.0";"148.0";"0.0";"1488";"730";"18004";"-45.0";"3692"
"3412225504285";"1706113052974";"3694.0";"314.0";"148.0";"0.0";"1479";"726";"17904";"-47.0";"2897"
"3412225504185";"1706113052961";"2893.0";"353.0";"185.0";"0.0";"1471";"722";"17804";"-46.0";"2893"
"3412225504085";"1706113052920";"2897.0";"314.0";"148.0";"0.0";"1462";"717";"17704";"-47.0";"3696"
"3412225503985";"1706113052685";"2903.0";"353.0";"74.0";"0.0";"1454";"713";"17604";"-47.0";"3693"
"3412225503885";"1706113052666";"2877.0";"314.0";"37.0";"0.0";"1445";"711";"17504";"-46.0";"3698"
"3412225503785";"1706113052604";"2860.0";"314.0";"148.0";"0.0";"1437";"710";"17404";"-44.0";"3698"
"3412225503684";"1706113052375";"2805.0";"314.0";"148.0";"0.0";"1429";"706";"17303";"-44.0";"3698"
"3412225503584";"1706113052304";"2760.0";"314.0";"111.0";"0.0";"1421";"702";"17203";"-46.0";"3700"
"3412225503484";"1706113052297";"2638.0";"353.0";"111.0";"0.0";"1413";"699";"17103";"-46.0";"3700"
"3412225503384";"1706113052199";"2556.0";"314.0";"148.0";"0.0";"1404";"696";"17003";"-46.0";"3700"
"3412225503284";"1706113051974";"2406.0";"314.0";"148.0";"0.0";"1396";"692";"16903";"-46.0";"3693"
"3412225503184";"1706113051890";"2326.0";"353.0";"148.0";"0.0";"1388";"688";"16803";"-48.0";"3692"
"3412225503084";"1706113051803";"2241.0";"314.0";"185.0";"0.0";"1379";"684";"16703";"-48.0";"3696"
"3412225502984";"1706113051789";"2237.0";"314.0";"148.0";"0.0";"1371";"679";"16603";"-48.0";"3696"
"3412225502884";"1706113051624";"2236.0";"353.0";"185.0";"0.0";"1363";"675";"16503";"-49.0";"3696"
"3412225502784";"1706113051617";"2235.0";"274.0";"148.0";"0.0";"1354";"670";"16403";"-51.0";"3696"
"3412225502684";"1706113051610";"2248.0";"314.0";"148.0";"0.0";"1347";"666";"16303";"-50.0";"3695"
"3412225502584";"1706113051603";"2227.0";"314.0";"148.0";"0.0";"1339";"662";"16203";"-49.0";"3698"
"3412225502484";"1706113051481";"2249.0";"314.0";"148.0";"0.0";"1331";"658";"16103";"-50.0";"3698"
"3412225502384";"1706113051431";"2225.0";"314.0";"148.0";"0.0";"1323";"654";"16003";"-49.0";"3698"
"3412225502284";"1706113051425";"2241.0";"314.0";"148.0";"0.0";"1315";"650";"15903";"-50.0";"3698"
"3412225502184";"1706113051418";"2227.0";"353.0";"148.0";"0.0";"1307";"646";"15803";"-51.0";"3697"
"3412225501684";"1706113051412";"2245.0";"392.0";"148.0";"0.0";"1264";"624";"15303";"-57.0";"3693"
"3412225501484";"1706113051405";"2249.0";"353.0";"185.0";"0.0";"1246";"615";"15103";"-59.0";"3694"
"3412225501384";"1706113051399";"2246.0";"353.0";"148.0";"0.0";"1237";"610";"15003";"-60.0";"3697"
"3412225501284";"1706113051392";"2267.0";"314.0";"185.0";"0.0";"1228";"606";"14903";"-60.0";"3693"
"3412225501184";"1706113051385";"2259.0";"353.0";"185.0";"0.0";"1220";"601";"14803";"-56.0";"3692"
"3412225501084";"1706113051379";"2267.0";"353.0";"148.0";"0.0";"1211";"596";"14703";"-55.0";"3697"
"3412225500984";"1706113051372";"2267.0";"314.0";"148.0";"0.0";"1202";"592";"14603";"-55.0";"3697"
"3412225500884";"1706113051366";"2265.0";"353.0";"148.0";"0.0";"1194";"588";"14503";"-55.0";"3694"
"3412225500784";"1706113051359";"2262.0";"314.0";"222.0";"0.0";"1185";"584";"14403";"-55.0";"3695"
"3412225500684";"1706113051353";"2268.0";"353.0";"148.0";"0.0";"1177";"578";"14303";"-56.0";"3696"
"3412225500584";"1706113051346";"2296.0";"314.0";"148.0";"0.0";"1168";"574";"14203";"-56.0";"3698"
"3412225500484";"1706113051340";"2316.0";"353.0";"148.0";"0.0";"1160";"570";"14103";"-56.0";"3693"
"3412225500384";"1706113051333";"2325.0";"314.0";"148.0";"0.0";"1151";"566";"14003";"-57.0";"3695"
"3412225500284";"1706113051296";"3694.0";"353.0";"185.0";"0.0";"1143";"562";"13903";"-55.0";"2312"
"3412225500184";"1706113051277";"2290.0";"314.0";"185.0";"0.0";"1134";"557";"13803";"-54.0";"3694"
"3412225500084";"1706113051270";"2240.0";"314.0";"148.0";"0.0";"1126";"552";"13703";"-53.0";"3693"
"3412225499984";"1706113051263";"2248.0";"353.0";"148.0";"0.0";"1118";"548";"13603";"-55.0";"3694"
"3412225499884";"1706113051069";"2236.0";"314.0";"148.0";"0.0";"1109";"544";"13503";"-60.0";"3698"
"3412225499784";"1706113051005";"2237.0";"353.0";"148.0";"0.0";"1101";"540";"13403";"-57.0";"3696"
"3412225499684";"1706113050998";"3692.0";"314.0";"185.0";"0.0";"1092";"536";"13303";"-58.0";"2221"
"3412225499584";"1706113050991";"2235.0";"314.0";"148.0";"0.0";"1084";"531";"13203";"-58.0";"2235"
"3412225499484";"1706113050984";"2215.0";"353.0";"185.0";"0.0";"1076";"527";"13103";"-59.0";"3694"
"3412225499384";"1706113050977";"2238.0";"314.0";"148.0";"0.0";"1067";"522";"13003";"-58.0";"3699"
"3412225499284";"1706113050970";"2208.0";"314.0";"148.0";"0.0";"1059";"518";"12903";"-59.0";"3698"
"3412225499184";"1706113050962";"2228.0";"314.0";"148.0";"0.0";"1051";"514";"12803";"-58.0";"3698"
"3412225499084";"1706113050956";"2219.0";"274.0";"148.0";"0.0";"1043";"510";"12703";"-58.0";"3698"
"3412225498984";"1706113050948";"2195.0";"314.0";"148.0";"0.0";"1036";"506";"12603";"-58.0";"3697"
"3412225498884";"1706113050940";"2212.0";"274.0";"148.0";"0.0";"1028";"502";"12503";"-61.0";"3697"
"3412225498784";"1706113050930";"2189.0";"314.0";"111.0";"0.0";"1021";"498";"12403";"-58.0";"3697"
"3412225498684";"1706113050923";"2214.0";"274.0";"148.0";"0.0";"1013";"495";"12303";"-58.0";"3696"
"3412225498583";"1706113050916";"2215.0";"314.0";"148.0";"0.0";"1006";"491";"12202";"-57.0";"3693"
"3412225498483";"1706113050908";"2181.0";"353.0";"185.0";"0.0";"998";"487";"12102";"-56.0";"3694"
"3412225498383";"1706113050902";"2173.0";"314.0";"148.0";"0.0";"989";"482";"12002";"-54.0";"3698"
"3412225498283";"1706113050894";"2160.0";"314.0";"148.0";"0.0";"981";"478";"11902";"-57.0";"3699"
"3412225498183";"1706113050887";"2158.0";"353.0";"148.0";"0.0";"973";"474";"11802";"-57.0";"3696"
"3412225498083";"1706113050873";"2156.0";"314.0";"148.0";"0.0";"964";"470";"11702";"-60.0";"3694"
"3412225497983";"1706113050355";"2168.0";"314.0";"185.0";"0.0";"956";"466";"11602";"-56.0";"3694"
"3412225497883";"1706113049896";"2159.0";"353.0";"185.0";"0.0";"948";"461";"11502";"-56.0";"3694"
"3412225497783";"1706113049741";"2182.0";"314.0";"148.0";"0.0";"939";"456";"11402";"-54.0";"3697"
"3412225497683";"1706113049606";"2192.0";"353.0";"148.0";"0.0";"931";"452";"11302";"-54.0";"3699"
"3412225497583";"1706113049549";"2262.0";"314.0";"148.0";"0.0";"922";"448";"11202";"-54.0";"3692"
"3412225497483";"1706113049533";"2289.0";"314.0";"148.0";"0.0";"914";"444";"11102";"-54.0";"3694"
"3412225497183";"1706113048184";"2626.0";"274.0";"148.0";"0.0";"890";"432";"10802";"-54.0";"3693"
"3412225496983";"1706113047040";"2771.0";"274.0";"148.0";"0.0";"874";"424";"10602";"-54.0";"3695"
"3412225496883";"1706113047030";"2821.0";"314.0";"185.0";"0.0";"867";"420";"10502";"-59.0";"3695"
"3412225496783";"1706113047024";"2811.0";"353.0";"185.0";"0.0";"859";"415";"10402";"-57.0";"3695"
"3412225496683";"1706113046976";"2808.0";"314.0";"148.0";"0.0";"850";"410";"10302";"-56.0";"3695"
"3412225496483";"1706113045957";"2804.0";"392.0";"37.0";"0.0";"834";"402";"10102";"-56.0";"3694"
"3412225496383";"1706113045538";"2813.0";"314.0";"111.0";"0.0";"824";"401";"10002";"-58.0";"3696"
"3412225496283";"1706113045437";"2870.0";"353.0";"148.0";"0.0";"816";"398";"9902";"-56.0";"3696"
"3412225496183";"1706113045062";"2856.0";"353.0";"222.0";"0.0";"807";"394";"9802";"-57.0";"3696"
"3412225496083";"1706113045055";"2856.0";"314.0";"148.0";"0.0";"798";"388";"9702";"-59.0";"3696"
"3412225495983";"1706113045045";"2875.0";"353.0";"148.0";"0.0";"790";"384";"9602";"-54.0";"3694"
"3412225495883";"1706113045031";"2850.0";"314.0";"148.0";"0.0";"781";"380";"9502";"-55.0";"3696"
"3412225495783";"1706113044565";"2842.0";"353.0";"185.0";"0.0";"773";"376";"9402";"-55.0";"3696"
"3412225495683";"1706113044519";"2814.0";"314.0";"148.0";"0.0";"764";"371";"9302";"-53.0";"3695"
"3412225495583";"1706113044350";"2834.0";"353.0";"111.0";"0.0";"756";"367";"9202";"-52.0";"3694"
"3412225495483";"1706113044343";"2859.0";"314.0";"148.0";"0.0";"747";"364";"9102";"-54.0";"3698"
"3412225495383";"1706113044336";"2839.0";"314.0";"148.0";"0.0";"739";"360";"9002";"-57.0";"3699"
"3412225495283";"1706113044329";"2835.0";"353.0";"111.0";"0.0";"731";"356";"8902";"-54.0";"3699"
"3412225495183";"1706113044314";"2825.0";"314.0";"0.0";"0.0";"722";"353";"8802";"-52.0";"3698"
"3412225495083";"1706113043863";"2797.0";"314.0";"111.0";"0.0";"714";"353";"8702";"-49.0";"3699"
"3412225494983";"1706113043802";"3706.0";"314.0";"148.0";"0.0";"706";"350";"8602";"-48.0";"2783"
"3412225494883";"1706113043578";"2788.0";"353.0";"185.0";"0.0";"698";"346";"8502";"-48.0";"3706"
"3412225494783";"1706113043536";"2771.0";"353.0";"148.0";"0.0";"689";"341";"8402";"-49.0";"3696"
"3412225494683";"1706113043495";"2813.0";"314.0";"185.0";"0.0";"680";"337";"8302";"-47.0";"3694"
"3412225494583";"1706113043297";"2863.0";"314.0";"148.0";"0.0";"672";"332";"8202";"-48.0";"3695"
"3412225494483";"1706113043290";"2872.0";"392.0";"148.0";"0.0";"664";"328";"8102";"-50.0";"3696"
"3412225494383";"1706113043075";"2902.0";"314.0";"148.0";"0.0";"654";"324";"8002";"-47.0";"3696"
"3412225494283";"1706113042990";"2919.0";"353.0";"185.0";"0.0";"646";"320";"7902";"-46.0";"3694"
"3412225494183";"1706113042983";"2930.0";"314.0";"148.0";"0.0";"637";"315";"7802";"-44.0";"3695"
"3412225494083";"1706113042785";"2935.0";"314.0";"185.0";"0.0";"629";"311";"7702";"-44.0";"3696"
"3412225493983";"1706113042778";"2901.0";"353.0";"148.0";"0.0";"621";"306";"7602";"-44.0";"3698"
