"board_time";"server_time";"steering";"odometer_speed";"tie";"fixpoint_hall";"fixpoint_odometer_steps";"fixpoint_tie_steps";"fixpoint_time";"wifi";"battery"
"3412225381061";"1706112929757";"2847.0";"353.0";"185.0";"0.0";"1743";"850";"21004";"-44.0";"3702"
"3412225380961";"1706112929736";"2843.0";"314.0";"74.0";"0.0";"1734";"845";"20904";"-45.0";"3703"
"3412225380861";"1706112929553";"2846.0";"353.0";"148.0";"0.0";"1726";"843";"20804";"-45.0";"3703"
"3412225380761";"1706112929524";"2865.0";"314.0";"185.0";"0.0";"1717";"839";"20704";"-45.0";"3712"
"3412225380661";"1706112929354";"2842.0";"353.0";"111.0";"0.0";"1709";"834";"20604";"-45.0";"3727"
"3412225380561";"1706112929254";"2857.0";"353.0";"74.0";"0.0";"1700";"831";"20504";"-46.0";"3724"
"3412225380461";"1706112929217";"2855.0";"353.0";"148.0";"0.0";"1691";"829";"20404";"-47.0";"3723"
"3412225380361";"1706112929051";"2851.0";"314.0";"148.0";"0.0";"1682";"825";"20304";"-47.0";"3701"
"3412225380261";"1706112928953";"2833.0";"353.0";"185.0";"0.0";"1674";"821";"20204";"-48.0";"3713"
"3412225380161";"1706112928853";"2848.0";"353.0";"148.0";"0.0";"1665";"816";"20104";"-48.0";"3697"
"3412225380061";"1706112928792";"2851.0";"353.0";"148.0";"0.0";"1656";"812";"20004";"-46.0";"3697"
"3412225379961";"1706112928705";"2861.0";"353.0";"222.0";"0.0";"1647";"808";"19904";"-46.0";"3707"
"3412225379861";"1706112928553";"2850.0";"353.0";"148.0";"0.0";"1638";"802";"19804";"-48.0";"3709"
"3412225379761";"1706112928455";"2854.0";"353.0";"148.0";"0.0";"1629";"798";"19704";"-47.0";"3713"
"3412225379661";"1706112928398";"2860.0";"314.0";"148.0";"0.0";"1620";"794";"19604";"-48.0";"3700"
"3412225379561";"1706112928253";"2863.0";"392.0";"185.0";"0.0";"1612";"790";"19504";"-48.0";"3703"
"3412225379461";"1706112928193";"2857.0";"314.0";"148.0";"0.0";"1602";"785";"19404";"-46.0";"3703"
"3412225379361";"1706112928053";"2853.0";"314.0";"148.0";"0.0";"1594";"781";"19304";"-46.0";"3701"
"3412225379261";"1706112927955";"2847.0";"274.0";"148.0";"0.0";"1586";"777";"19204";"-47.0";"3711"
"3412225379161";"1706112927893";"2863.0";"314.0";"111.0";"0.0";"1579";"773";"19104";"-49.0";"3715"
"3412225379061";"1706112927886";"2855.0";"314.0";"148.0";"0.0";"1571";"770";"19004";"-46.0";"3717"
"3412225378961";"1706112927652";"2864.0";"314.0";"148.0";"0.0";"1563";"766";"18904";"-46.0";"3700"
