"board_time";"server_time";"steering";"odometer_speed";"tie";"fixpoint_hall";"fixpoint_odometer_steps";"fixpoint_tie_steps";"fixpoint_time";"wifi";"battery"
"3412225359957";"1706112908737";"2830.0";"353.0";"185.0";"0.0";"1751";"854";"21004";"-44.0";"3716"
"3412225359857";"1706112908549";"2836.0";"314.0";"148.0";"0.0";"1742";"849";"20904";"-45.0";"3715"
"3412225359757";"1706112908455";"2846.0";"353.0";"111.0";"0.0";"1734";"845";"20804";"-45.0";"3713"
"3412225359657";"1706112908430";"2861.0";"314.0";"148.0";"0.0";"1725";"842";"20704";"-45.0";"3704"
"3412225359557";"1706112908250";"2860.0";"353.0";"148.0";"0.0";"1717";"838";"20604";"-45.0";"3703"
"3412225359457";"1706112908225";"2857.0";"314.0";"111.0";"0.0";"1708";"834";"20504";"-46.0";"3706"
"3412225359357";"1706112908051";"2858.0";"353.0";"74.0";"0.0";"1700";"831";"20404";"-45.0";"3705"
"3412225359257";"1706112907956";"2859.0";"353.0";"148.0";"0.0";"1691";"829";"20304";"-46.0";"3722"
"3412225359157";"1706112907918";"2850.0";"314.0";"185.0";"0.0";"1682";"825";"20204";"-47.0";"3723"
"3412225359057";"1706112907750";"2842.0";"353.0";"148.0";"0.0";"1674";"820";"20104";"-49.0";"3713"
"3412225358957";"1706112907713";"2844.0";"314.0";"148.0";"0.0";"1665";"816";"20004";"-48.0";"3723"
"3412225358857";"1706112907549";"2867.0";"314.0";"148.0";"0.0";"1657";"812";"19904";"-46.0";"3701"
"3412225358757";"1706112907508";"2855.0";"353.0";"148.0";"0.0";"1649";"808";"19804";"-45.0";"3717"
"3412225358657";"1706112907349";"2849.0";"353.0";"185.0";"0.0";"1640";"804";"19704";"-49.0";"3711"
"3412225358557";"1706112907249";"2849.0";"353.0";"185.0";"0.0";"1631";"799";"19604";"-47.0";"3710"
"3412225358457";"1706112907151";"2861.0";"353.0";"148.0";"0.0";"1622";"794";"19504";"-47.0";"3701"
"3412225358357";"1706112907055";"2863.0";"314.0";"148.0";"0.0";"1613";"790";"19404";"-47.0";"3708"
"3412225358257";"1706112906952";"2864.0";"314.0";"148.0";"0.0";"1605";"786";"19304";"-46.0";"3699"
"3412225358157";"1706112906853";"2861.0";"314.0";"148.0";"0.0";"1597";"782";"19204";"-46.0";"3699"
"3412225358057";"1706112906791";"2861.0";"314.0";"148.0";"0.0";"1589";"778";"19104";"-46.0";"3721"
"3412225357957";"1706112906639";"3701.0";"314.0";"148.0";"0.0";"1581";"774";"19004";"-48.0";"2868"
"3412225357857";"1706112906544";"2866.0";"314.0";"148.0";"0.0";"1573";"770";"18904";"-48.0";"2866"
"3412225357757";"1706112906448";"2863.0";"353.0";"148.0";"0.0";"1565";"766";"18804";"-46.0";"3710"
"3412225357657";"1706112906349";"2865.0";"314.0";"185.0";"0.0";"1556";"762";"18704";"-47.0";"3702"
"3412225357557";"1706112906279";"2864.0";"353.0";"148.0";"0.0";"1548";"757";"18604";"-47.0";"3717"
"3412225357457";"1706112906149";"2848.0";"314.0";"185.0";"0.0";"1539";"753";"18504";"-45.0";"3707"
