"board_time";"server_time";"steering";"odometer_speed";"tie";"fixpoint_hall";"fixpoint_odometer_steps";"fixpoint_tie_steps";"fixpoint_time";"wifi";"battery"
"3412228176234";"1706114640842";"2880.0";"353.0";"148.0";"0.0";"1733";"852";"21204";"-50.0";"3599"
"3412228176134";"1706114640642";"2872.0";"314.0";"148.0";"0.0";"1724";"848";"21104";"-50.0";"3597"
"3412228176034";"1706114640543";"2897.0";"314.0";"148.0";"0.0";"1716";"844";"21004";"-51.0";"3602"
"3412228175934";"1706114640536";"2866.0";"353.0";"148.0";"0.0";"1708";"840";"20904";"-51.0";"3591"
"3412228175834";"1706114640340";"2865.0";"314.0";"148.0";"0.0";"1699";"836";"20804";"-50.0";"3596"
"3412228175734";"1706114640243";"2836.0";"314.0";"0.0";"0.0";"1691";"832";"20704";"-52.0";"3596"
"3412228175634";"1706114640171";"2825.0";"314.0";"37.0";"0.0";"1683";"832";"20604";"-52.0";"3600"
"3412228175534";"1706114640129";"2827.0";"314.0";"185.0";"0.0";"1675";"831";"20504";"-53.0";"3602"
"3412228175434";"1706114639940";"2779.0";"314.0";"148.0";"0.0";"1667";"826";"20404";"-54.0";"3598"
"3412228175334";"1706114639843";"2769.0";"353.0";"185.0";"0.0";"1659";"822";"20304";"-51.0";"3601"
"3412228175234";"1706114639805";"2766.0";"314.0";"185.0";"0.0";"1650";"817";"20204";"-49.0";"3596"
"3412228175134";"1706114639637";"2760.0";"314.0";"148.0";"0.0";"1642";"812";"20104";"-49.0";"3605"
"3412228175034";"1706114639540";"2833.0";"314.0";"148.0";"0.0";"1634";"808";"20004";"-50.0";"3592"
"3412228174934";"1706114639444";"2851.0";"314.0";"148.0";"0.0";"1626";"804";"19904";"-50.0";"3613"
"3412228174834";"1706114639409";"2866.0";"353.0";"148.0";"0.0";"1618";"800";"19804";"-48.0";"3618"
"3412228174734";"1706114639235";"2862.0";"314.0";"148.0";"0.0";"1609";"796";"19704";"-49.0";"3597"
"3412228174634";"1706114639207";"2864.0";"314.0";"148.0";"0.0";"1601";"792";"19604";"-48.0";"3621"
"3412228174534";"1706114639036";"2864.0";"353.0";"185.0";"0.0";"1593";"788";"19504";"-48.0";"3599"
"3412228174434";"1706114638938";"2842.0";"314.0";"148.0";"0.0";"1584";"783";"19404";"-48.0";"3593"
"3412228174334";"1706114638897";"2813.0";"353.0";"185.0";"0.0";"1576";"779";"19304";"-47.0";"3606"
"3412228174234";"1706114638737";"2805.0";"353.0";"148.0";"0.0";"1567";"774";"19204";"-49.0";"3610"
"3412228174134";"1706114638670";"2807.0";"314.0";"148.0";"0.0";"1558";"770";"19104";"-52.0";"3600"
"3412228174034";"1706114638663";"2800.0";"314.0";"74.0";"0.0";"1550";"766";"19004";"-50.0";"3598"
"3412228173934";"1706114638548";"2838.0";"314.0";"37.0";"0.0";"1542";"764";"18904";"-50.0";"3592"
"3412228173834";"1706114638487";"2838.0";"314.0";"37.0";"0.0";"1534";"763";"18804";"-52.0";"3590"
