"board_time";"server_time";"steering";"odometer_speed";"tie";"fixpoint_hall";"fixpoint_odometer_steps";"fixpoint_tie_steps";"fixpoint_time";"wifi";"battery"
"3412228091018";"1706114555747";"2871.0";"314.0";"148.0";"0.0";"1727";"852";"20904";"-52.0";"3596"
"3412228090818";"1706114555344";"2866.0";"392.0";"185.0";"0.0";"1711";"844";"20704";"-49.0";"3598"
"3412228090718";"1706114555337";"2853.0";"314.0";"185.0";"0.0";"1701";"839";"20604";"-49.0";"3602"
"3412228090618";"1706114555226";"2858.0";"353.0";"74.0";"0.0";"1693";"834";"20504";"-49.0";"3600"
"3412228090518";"1706114555132";"2831.0";"353.0";"0.0";"0.0";"1684";"832";"20404";"-50.0";"3598"
"3412228090418";"1706114554926";"2832.0";"314.0";"148.0";"0.0";"1675";"832";"20304";"-54.0";"3600"
"3412228090318";"1706114554893";"2812.0";"314.0";"148.0";"0.0";"1667";"828";"20204";"-55.0";"3599"
"3412228090218";"1706114554826";"2779.0";"353.0";"185.0";"0.0";"1659";"824";"20104";"-55.0";"3619"
"3412228090118";"1706114554639";"2775.0";"353.0";"185.0";"0.0";"1650";"819";"20004";"-51.0";"3601"
"3412228090018";"1706114554625";"2770.0";"314.0";"148.0";"0.0";"1641";"814";"19904";"-50.0";"3627"
"3412228089918";"1706114554421";"2801.0";"314.0";"148.0";"0.0";"1633";"810";"19804";"-50.0";"3602"
"3412228089818";"1706114554321";"2847.0";"274.0";"148.0";"0.0";"1625";"806";"19704";"-52.0";"3606"
"3412228089718";"1706114554227";"2858.0";"274.0";"111.0";"0.0";"1618";"802";"19604";"-50.0";"3605"
"3412228089618";"1706114554131";"2862.0";"314.0";"148.0";"0.0";"1611";"799";"19504";"-49.0";"3598"
"3412228089518";"1706114554030";"2867.0";"314.0";"148.0";"0.0";"1603";"795";"19404";"-49.0";"3598"
"3412228089418";"1706114553924";"2874.0";"314.0";"185.0";"0.0";"1595";"791";"19304";"-49.0";"3594"
"3412228089318";"1706114553826";"2863.0";"353.0";"148.0";"0.0";"1587";"786";"19204";"-48.0";"3609"
"3412228089218";"1706114553723";"2846.0";"314.0";"148.0";"0.0";"1578";"782";"19104";"-48.0";"3604"
"3412228089118";"1706114553628";"2830.0";"353.0";"148.0";"0.0";"1570";"778";"19004";"-50.0";"3607"
"3412228089018";"1706114553613";"2809.0";"314.0";"148.0";"0.0";"1561";"774";"18904";"-54.0";"3603"
"3412228088918";"1706114553598";"2811.0";"353.0";"185.0";"0.0";"1553";"770";"18804";"-51.0";"3581"
"3412228088718";"1706114553228";"2837.0";"353.0";"0.0";"0.0";"1535";"763";"18604";"-55.0";"3600"
"3412228088618";"1706114553212";"2834.0";"314.0";"111.0";"0.0";"1526";"763";"18504";"-55.0";"3595"
"3412228088518";"1706114553100";"2828.0";"314.0";"148.0";"0.0";"1518";"760";"18404";"-54.0";"3602"
"3412228088418";"1706114553007";"2837.0";"353.0";"148.0";"0.0";"1510";"756";"18304";"-52.0";"3600"
"3412228088318";"1706114552856";"2830.0";"314.0";"111.0";"0.0";"1501";"752";"18204";"-51.0";"3578"
"3412228088218";"1706114552844";"2754.0";"314.0";"111.0";"0.0";"1493";"749";"18104";"-53.0";"3586"
"3412228087918";"1706114552536";"2756.0";"353.0";"185.0";"0.0";"1469";"738";"17804";"-59.0";"3594"
